Category,Image,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
Bengin cases,Bengin case (100).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},7738421910701ba0f4c98a3037c555712b00f6c7,2D,"(1.0, 1.0)","(512, 512)",105.08797073364258,37.0,255.0,fe0a68f88b787646387b8431c0591162eeec8d8c,"(1.0, 1.0)","(512, 512)","(32, 112, 480, 368)",104226,143,"(268.5862260856216, 287.9690288411721)","(268.5862260856216, 287.9690288411721)",99.0,234.0,4080975914.0,2.488666697030986,30.0,5.051621162980589,255.0,33.49585004466194,191.60094410223937,203.0,37.0,218.0,16.400306449120222,197.87639083220265,-1.620728833977603,4080975914.0,0.24623160394198337,2444.144267909162,59.30146220183783,694.713669668082,-52.339637451799085,9.044764579820864,0.7521971102851283,0.8473345917819557,0.4817682503033557,1.2651802114529143,0.5156936024124967,0.7909027332226914,0.7836818011107862,0.9929565608352146,0.9580277799591574,-0.35135576929270157,0.8875424770710638,0.3533833264475445,7.564853729560685,0.1394558396384142,3.6786863854763823,0.9012121159340396,0.2710386125938527,15.129707459121374,3.0263619554113497,2.4492404225264983,5.265796892528837,12302.71893769309,0.11803886686328834,5.467096055402138,25663.73515245716,4.0858726152066085,55.653886746109414,34.88897204152515,2137.0420432521637,0.9697120329028537,0.05492940882551303,0.11133504481622022,4.518313893805937,0.011461610668797908,8385.39394266053,0.17955071088649294,5.833803216572872,49.77051068713953,10.773919951258035,667.5864193939533,0.32158081279918665,0.08209252749491212,4.8256809722005745,16680.94882707233,0.3558343863904895,0.4469758025828488,5.687995110589918,0.6148965546018289,27.447485361807182,0.06353218115902756,1318.102577683616,0.11635792528986721,6.667964004184921,37.91357697740113,131311.02206920905,7952277.939795198,2206.1843541985613,0.11329902017549409,3548.7122175141244,0.3132690869980689,0.5796406670936621,19.794907889122562,0.06360398520228296,5.707329712562984,0.10868689194634736,131226.36842459135,92.44991469679584,0.00011558123720737315,17.885257463147486,0.036216437303496496,0.007294153670385985
Bengin cases,Bengin case (101).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},bfa399705166fd23f786183e428a72a1cb1d3eae,2D,"(1.0, 1.0)","(512, 512)",125.6483268737793,36.0,255.0,3c11e3241dd37afdbf345d61a75ac8c08bb50b7a,"(1.0, 1.0)","(512, 512)","(0, 0, 512, 512)",140734,332,"(251.69003936504328, 287.3823809456137)","(251.69003936504328, 287.3823809456137)",55.0,255.0,5319457798.0,3.0083443928223366,154.0,1.7485126474859447,255.0,69.25734873832259,178.07170975030908,203.0,36.0,219.0,58.645860218104914,194.4169690005195,-0.5380784557307761,5319457798.0,0.16159810366261845,6088.424021950629,62.17197581803951,2061.148432383679,-148.72117920395095,26.563859600747158,6.219474571944064,0.6196980465708952,1.7998674002728106,2.567228481073253,2.978900301360054,0.5221643398318254,0.45588887755035323,0.948409825833626,0.8639377923209476,-0.11638458948598782,0.6899092553081618,0.3076463339265711,7.55430300356454,0.06119891061484805,5.244119328212955,0.6809839584750167,0.20040503658692618,15.10860600712908,3.7033990100753367,8.195833543172807,4.949455834980343,29639.7718532835,0.21060846599459618,3.4214843134033965,22742.347520854946,10.39246529522918,55.66941179814402,10.91129364616937,935.394908124547,0.5349185055087654,0.12356003055864224,0.4231704820711642,15.175376828486023,0.07030659477040044,13182.836136503085,0.11964114338525232,9.982711815185105,48.178650910186384,2.3352540536117266,166.12587649384182,0.19856219916948015,0.14168870500220676,3.9853788102202685,77867.1116901853,0.7067114945171609,0.7829060497108019,0.7036516511230281,0.8650149072592299,37.964961858046586,0.13123626502627345,7059.221148934194,0.10927756078165597,7.26629739965823,33.54209817489435,22026.64134119723,2202440.137200266,220.92244341763185,0.1730317231538198,36461.475270515024,0.5644278591079587,0.7798631968188611,25.245344059547975,0.1338485184438683,4.529737669182801,0.4590148791336848,22021.89513641215,434.3589937183745,3.077236394295514e-05,64.95437487813686,0.3639759740204548,0.0018171558820079176
Bengin cases,Bengin case (105).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},0ac5ba589dd3d45c65b2c4736260d640389e1b05,2D,"(1.0, 1.0)","(512, 512)",125.56158828735352,36.0,255.0,95ec90764284bc794050ed4aa0932332b7ecdf30,"(1.0, 1.0)","(512, 512)","(0, 0, 512, 512)",137333,341,"(242.29374585860646, 287.3566877589509)","(242.29374585860646, 287.3566877589509)",57.0,255.0,5305163136.0,2.976824167689196,152.0,1.7920099511919518,255.0,68.95786122382347,180.50627307347833,209.0,36.0,219.0,57.60127948771677,196.5449628511039,-0.5884893086292573,5305163136.0,0.16797659957082473,6047.407803264671,64.01072887983288,2134.675651526997,-157.8512022213807,25.869773942876424,5.662967372188168,0.6396996994167814,1.7089512360967705,2.5072756556436797,2.739544101193453,0.5332400912273811,0.4692065204040199,0.9524905129339677,0.8695448399078045,-0.12881766967671898,0.7101520654736373,0.31538386978191,7.677280050729205,0.06575054237502959,5.115543242940326,0.7220560038626582,0.2074976248721017,15.354560101458413,3.6215917710542946,7.883185328766148,4.959053738118027,27702.456066640938,0.20171740271195515,3.546260584816993,23068.73034886007,10.32521307464917,56.949211041774376,11.457806936424603,989.0682647287979,0.5325843813243685,0.11781602753786523,0.407724487455872,14.798605349149481,0.06613229199144122,13016.71166997184,0.12253902944808248,10.006910855255004,49.236018299770954,2.4359147080303902,176.80512406677715,0.19432252618807727,0.13616465450323573,3.9977623893898566,73743.0386908108,0.6942626389331783,0.7734066102102191,0.763724295793645,0.8582142750481245,38.38562579929105,0.12586158376699078,6653.0434174361,0.10949889592383186,7.3060367391249414,33.9210322750539,23039.23654108856,2303686.935268849,231.08955695321023,0.16888065861607948,33637.718050000825,0.5536252744449517,0.7726028668386953,25.078791389814906,0.13034072333643112,4.56580121168026,0.4424209767499436,23034.127627236572,397.62204482117284,3.2254398859262214e-05,62.2607430030241,0.34265435681969836,0.0019834471277900673
Bengin cases,Bengin case (1).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},51e980cc7b4691e6a1dea440c3ccf3a4e0b4a71c,2D,"(1.0, 1.0)","(512, 512)",96.89331436157227,37.0,255.0,3e5b071c43c7b6744af1f51a55df14aa7b502e92,"(1.0, 1.0)","(512, 512)","(8, 88, 496, 352)",89109,158,"(266.1235902097431, 259.95564982212795)","(266.1235902097431, 259.95564982212795)",93.0,243.0,3554845242.0,2.6314715202396073,34.0,4.506014360907124,255.0,37.583691482643005,192.52645636243253,207.0,37.0,218.0,19.994534998975077,199.73288006262254,-1.5110907728597627,3554845242.0,0.22009848645067118,2826.7869786343194,61.1087475685338,852.5652652157864,-63.280168907588276,10.603246695282994,0.8506495966036811,0.8525254712469645,0.5149177980998226,1.3242557216009054,0.5793795122355296,0.7819419346615789,0.7730809369365553,0.9920736961483181,0.9554562279163558,-0.35687735159938766,0.900853351135105,0.3563879009579575,7.659587996716637,0.12187065737364136,3.9015727339713058,0.8981517341379563,0.26836452983455744,15.319175993433273,3.1882916026423396,2.8634740729716675,5.4101831178006,10387.672367549854,0.1165726511076306,5.508324145251189,19612.75602913286,4.731669899210383,56.96367370299296,33.516221706000515,2151.3750799582535,0.9912961541136539,0.060860118413383166,0.11887813020199772,4.777068499473276,0.012955948888285837,6790.010233730902,0.16395441556748033,6.373907478917391,50.026728089871625,10.385052134936506,692.5698664618048,0.325630061188098,0.08983219151320278,4.851745143067646,15421.290006608055,0.3708620064576335,0.46346889764221344,5.637714486849789,0.628766802161958,27.981681094519494,0.06995803924066814,1193.6831148804933,0.11504270575178233,6.714148024636059,36.963087895142635,84350.96328064764,5362095.765227448,1342.6047178986462,0.12009489363937126,3344.485543562066,0.3223289845375931,0.5891534079542006,19.732504661792383,0.06697761470926454,5.7241421979566205,0.11644166133611644,84277.20968231914,76.68458330034044,0.00014572059564921542,18.174743779835374,0.043350694746722436,0.008691155245445092
Bengin cases,Bengin case (103).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},f039b233061611bc536b2cea96f41ce451195113,2D,"(1.0, 1.0)","(512, 512)",127.45882034301758,36.0,255.0,8e42eba7c3917cf7c9d4b24d56496107a4a99dff,"(1.0, 1.0)","(512, 512)","(0, 0, 512, 512)",139464,371,"(271.94689669018527, 288.0516549073596)","(271.94689669018527, 288.0516549073596)",57.0,255.0,5490249922.0,2.943233140466967,148.0,1.8483390295503959,255.0,68.59404614440157,182.60134515000286,213.0,36.0,219.0,56.87414834106142,198.41065857634896,-0.63852565072645,5490249922.0,0.1753795465563762,6023.538186110034,65.3144048594417,2185.4963738401866,-162.97371597421295,25.462385968165428,5.342089826874898,0.6519221218488217,1.6492791533134246,2.470775940931375,2.620016960305061,0.5428972359541264,0.4805065576657585,0.9548922663098192,0.8734586048242494,-0.13361820515449632,0.7152045575367061,0.3160073522222948,7.763282755372791,0.07161872597468863,5.02114790434952,0.7378694937244168,0.2200469216891041,15.526565510745584,3.5692364337013553,7.701118948760081,4.948652091416654,27012.941346870877,0.19369114141908217,3.785865049116647,24459.13308093845,10.288215684012421,58.11559972466013,12.2176045431079,1068.0289393678656,0.5330704283241369,0.11548678532612433,0.39457486592127033,14.443910836696748,0.06420062546445698,13231.160002378054,0.12448959399461815,10.039093033941798,49.94165394152043,2.588332143087024,192.7507478902567,0.19464006736241918,0.13516243943287393,4.011465526291846,72739.76069293523,0.6843882790001307,0.7620317788103024,0.8658336071858994,0.8526515179728809,38.54551310956636,0.12471642799648475,6595.056722372148,0.11054588113062822,7.330780822424669,34.04113377696576,27923.113863792554,2792069.9543405017,279.9477803127135,0.16987558730157043,32643.802762366115,0.5471731467568366,0.7682833398431039,25.05203557040112,0.13041442090656902,4.567939722020554,0.4277734755922675,27917.649088669074,386.5767103782189,3.201934414938628e-05,60.735688089162615,0.32974525489668954,0.0020425400806813
Bengin cases,Bengin case (104).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},0ac5ba589dd3d45c65b2c4736260d640389e1b05,2D,"(1.0, 1.0)","(512, 512)",125.56158828735352,36.0,255.0,95ec90764284bc794050ed4aa0932332b7ecdf30,"(1.0, 1.0)","(512, 512)","(0, 0, 512, 512)",137333,341,"(242.29374585860646, 287.3566877589509)","(242.29374585860646, 287.3566877589509)",57.0,255.0,5305163136.0,2.976824167689196,152.0,1.7920099511919518,255.0,68.95786122382347,180.50627307347833,209.0,36.0,219.0,57.60127948771677,196.5449628511039,-0.5884893086292573,5305163136.0,0.16797659957082473,6047.407803264671,64.01072887983288,2134.675651526997,-157.8512022213807,25.869773942876424,5.662967372188168,0.6396996994167814,1.7089512360967705,2.5072756556436797,2.739544101193453,0.5332400912273811,0.4692065204040199,0.9524905129339677,0.8695448399078045,-0.12881766967671898,0.7101520654736373,0.31538386978191,7.677280050729205,0.06575054237502959,5.115543242940326,0.7220560038626582,0.2074976248721017,15.354560101458413,3.6215917710542946,7.883185328766148,4.959053738118027,27702.456066640938,0.20171740271195515,3.546260584816993,23068.73034886007,10.32521307464917,56.949211041774376,11.457806936424603,989.0682647287979,0.5325843813243685,0.11781602753786523,0.407724487455872,14.798605349149481,0.06613229199144122,13016.71166997184,0.12253902944808248,10.006910855255004,49.236018299770954,2.4359147080303902,176.80512406677715,0.19432252618807727,0.13616465450323573,3.9977623893898566,73743.0386908108,0.6942626389331783,0.7734066102102191,0.763724295793645,0.8582142750481245,38.38562579929105,0.12586158376699078,6653.0434174361,0.10949889592383186,7.3060367391249414,33.9210322750539,23039.23654108856,2303686.935268849,231.08955695321023,0.16888065861607948,33637.718050000825,0.5536252744449517,0.7726028668386953,25.078791389814906,0.13034072333643112,4.56580121168026,0.4424209767499436,23034.127627236572,397.62204482117284,3.2254398859262214e-05,62.2607430030241,0.34265435681969836,0.0019834471277900673
Bengin cases,Bengin case (102).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},f9924607781bb18ad67adddc3f769c49261844f9,2D,"(1.0, 1.0)","(512, 512)",128.65726852416992,36.0,255.0,754cb11e388e7027bf2b4ac027f6e0be68d0cc78,"(1.0, 1.0)","(512, 512)","(0, 0, 512, 512)",144007,263,"(256.8765615560355, 291.59321421875325)","(256.8765615560355, 291.59321421875325)",58.0,255.0,5482641147.0,3.005850797480232,148.0,1.7940688384905454,255.0,67.76093191709921,179.41892408007945,203.0,36.0,219.0,57.103716068394725,195.120593812396,-0.5502834452735629,5482641147.0,0.16307386767419702,5880.895811648718,61.80013239051514,1898.2794267867757,-136.24118164890183,25.663740141649743,6.607230841823841,0.5897457797751471,1.8610240470946309,2.604566105877728,3.1428409150532284,0.5164793637737507,0.4485303834469679,0.9455190335598995,0.8602709108816472,-0.10367649095389844,0.662031061073342,0.2968576099654194,7.551188965618278,0.061164070782550053,5.285483218714526,0.6396577302606137,0.2024722974189275,15.102377931236555,3.727049229011129,8.067742745868397,4.92768101557043,30761.697368877904,0.21361251445331061,3.424844953740155,23483.77846215809,10.055496700614016,56.091203899810424,10.836244071468748,934.5048365704445,0.48760080730132616,0.11425078383159208,0.4312472653259855,15.717516280113266,0.06658362037301767,13545.080147203906,0.1198550603637757,9.65616433712441,48.598762551911875,2.3172464133987543,165.62437486352763,0.18239514931997985,0.1311113895462625,3.977049218915916,80165.71724788536,0.7094040911216567,0.7847014381245356,0.6930183257775843,0.8664227288434804,38.37389152195644,0.12174424325503092,7345.216680562173,0.1093558938864068,7.045934935235103,34.10210219151977,24173.35574976179,2417125.294336589,242.3181160992841,0.16072595910292767,38842.66391734159,0.5782912088694258,0.7890019665205971,26.16364432118867,0.12602358605482988,4.485644882281718,0.46642177116390177,24168.759089858668,461.76124154325436,2.8794907951459025e-05,67.31070611132449,0.36470571266134155,0.00169817290617867
Bengin cases,Bengin case (10).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},25f5f06061564ae32d1ffe3aa5473e93a86345ca,2D,"(1.0, 1.0)","(512, 512)",89.57465744018555,37.0,255.0,a2670c8896889c87c46f95cffa4512efaa25cd14,"(1.0, 1.0)","(512, 512)","(0, 88, 512, 384)",76534,159,"(257.9521911830036, 268.0481485352915)","(257.9521911830036, 268.0481485352915)",72.0,236.0,2917767066.0,2.6527673463135004,36.0,3.507014509050498,255.0,44.49217731516076,186.31361225076438,207.0,37.0,218.0,26.867538509725936,195.25317423479353,-1.3172180175222585,2917767066.0,0.22351766768444303,3411.0399388344676,59.556064944329876,1068.2159436659117,-84.06202619008342,12.45106312091771,0.9878019216419865,0.8539967177071024,0.5477389234773448,1.3909636435673942,0.6804103675473825,0.7775543666103334,0.7663388407317157,0.9908622417838915,0.9531780000924834,-0.33786410403481953,0.8906141014744522,0.3432306188606215,7.529118705541382,0.13648374452129364,3.9414105457777127,0.900304759827854,0.31511763365898077,15.058237411082766,3.180824553132138,3.3597162606399253,5.398994249861344,8674.05973815559,0.11333603023696123,5.97782263100697,17106.70117856116,5.640629126185368,54.19731099903311,32.53638905584446,2029.0563801709045,1.0966151996198386,0.07474973760914604,0.13624740505725627,5.004806362639582,0.01699862622683885,5375.908948013861,0.14573167350318714,7.496330621755488,46.62356433667501,9.475467845367431,579.6730865200873,0.355620181037998,0.11000130077641238,4.826770470152665,14908.467212958505,0.40313166163821557,0.48081244936890793,5.082205900738892,0.6583818198836544,26.81417706849487,0.08747282978862037,1208.0608465608466,0.11414029162517447,6.920093013584874,33.92885487528345,39424.34693877551,2502385.0794595615,629.2208608349487,0.1358690449231259,3579.693499622071,0.338217450833529,0.6034318317772192,18.774991217430312,0.07471804891603218,5.6057329403354785,0.13829147829722738,39372.05808018807,64.8302135364967,0.00017725263036160398,17.88624260521841,0.05354015654015218,0.00981723613495392
Bengin cases,Bengin case (109).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},16ac7f5312a9645e5e27b8aa7d12516ad7b90dd1,2D,"(1.0, 1.0)","(512, 512)",126.5396957397461,36.0,255.0,d11866cd868f7f3636715e373067fc1467c5fa0d,"(1.0, 1.0)","(512, 512)","(0, 0, 512, 512)",140930,310,"(243.77588873909033, 288.24412829064073)","(243.77588873909033, 288.24412829064073)",56.0,255.0,5352844812.0,2.9999914288236686,153.0,1.7521631994605258,255.0,69.05989222368208,178.70723053998438,204.0,36.0,219.0,58.49844543518338,194.89046883162507,-0.5423001192855074,5352844812.0,0.16363635883029787,6046.020594139501,62.697809447694866,2058.18297150111,-149.48545107328061,26.404936099849348,6.011665349789207,0.6281458406735362,1.7625929809982785,2.5437763431551765,2.89998144403428,0.5282957105090026,0.4627813775976319,0.9499425262218726,0.866354249059325,-0.12135768026461326,0.6985203770776297,0.30586497843951777,7.588253607098148,0.06396202774348178,5.200045192971611,0.6922159413109359,0.2070193409783055,15.176507214196295,3.6802514427490856,8.104150362409637,4.972546015969149,29094.715830554174,0.20644799425639804,3.6029883635457676,23061.272049953877,10.32451224236982,55.959987227701696,11.353679131483716,978.0391045199744,0.5309812670712301,0.11947189869223837,0.41682306450816037,14.984958461288507,0.0676586328219907,13116.834308947353,0.11976220620296328,9.911097283701368,48.2161392168199,2.4293847483883955,175.23599927665285,0.19499950945678793,0.1377530747938482,3.998506280471962,76861.61641993829,0.7018306400020399,0.7769992194706592,0.7721801556917299,0.8623190118873768,37.801709972173185,0.127421896549166,6980.425531914893,0.10936648907835199,7.199578442783384,33.578181305424124,22282.300316485445,2228000.6517563374,223.49509276544586,0.16884542815020748,35639.59991226146,0.5583868629126291,0.7758390887432165,25.164444117831202,0.13050925080734738,4.549772971984561,0.45289150642162773,22277.42490082394,425.2814296079478,3.1158910927001685e-05,63.65658906650854,0.35448387818058535,0.0018508617821070207
Bengin cases,Bengin case (118).jpg,v3.0.1,1.26.4,2.4.0,1.7.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},ecc4cacf0737a2f5943f7d160b7678b12758d904,2D,"(1.0, 1.0)","(512, 512)",116.64077758789062,37.0,255.0,9c772abf1b1a2686824db3cb9d5dc5b93e30215f,"(1.0, 1.0)","(512, 512)","(0, 152, 512, 360)",113387,143,"(262.11529540423504, 317.82881635460853)","(262.11529540423504, 317.82881635460853)",158.0,255.0,4983153108.0,2.386728433977926,30.0,6.972460015077007,255.0,30.073063628028727,204.28996269413602,215.0,37.0,218.0,16.42309966010278,209.63822946329924,-2.0342580149001255,4983153108.0,0.25495828698068856,2213.7983949354175,66.13390337664217,708.5992287135475,-50.11075556968058,8.251493780612048,0.6118683117597419,0.8626170348770111,0.41373236736759866,1.1686977558568525,0.4350678780967486,0.8177744782863168,0.8118143281374232,0.9941926123918472,0.9637561030637756,-0.397743071197701,0.903984508823414,0.31160399564408864,8.013952648405676,0.14927372011885248,3.490631577117801,0.9137609962606777,0.31167684011378616,16.02790529681135,2.9442981777955923,2.2158405230929463,5.072375277268873,14480.715381833896,0.12771054337652374,5.273127849863753,28908.955285879332,3.7721620168182275,63.165442246465645,40.26921075608315,2782.1187790487447,0.897632648818758,0.044449624742299174,0.08778780757274818,3.8429029319961887,0.008728548564549255,8721.74467473001,0.19865021099570598,5.846103691167432,55.30209682144216,15.669172649470873,1132.4170762044555,0.3536155719088168,0.0739132640914122,4.945250900685553,12794.681210603889,0.2886847252247223,0.3855314101263813,8.630785080942621,0.545102274803359,26.02571168419889,0.05604782075386837,1102.8036006546645,0.12032772511234746,6.915665487758671,38.45433715220949,182181.3282051282,11767511.569230769,2840.3835779119527,0.11717803900166279,2878.135842880524,0.3140355529602317,0.5809204158775898,19.768047790330975,0.06485786865349837,5.720293659756007,0.08082937197385943,182028.26824667127,84.85918520610807,0.00011676066963249216,16.95626377853115,0.02865608487573223,0.008715677065423812
